ID	Abstract
1357	Among 19 patients with PNH treated with eculizumab for 6-46 months, LDH levels decreased by 85% and transfusion requirements by 86%, but other indices of hemolysis changed little [haptoglobin and bilirubin levels, reticulocytes] while ferritin levels rose [mean levels from 104 to 528 µg/L]; no discussion of adverse events.
1358	Trial of ipilimumab and dacarbazine vs dacarbazine alone in 502 patients with metastatic melanoma found ALT elevations in 33% on the combination vs 6% on dacarbazine alone, and ALT values above 5 times ULN in 16% vs 0.7%, but no deaths due to liver failure.
1359	Among 176 patients treated with multidrug therapy for leprosy in India, 79 [45%] had 84 drug related adverse effects, including 73 from dapsone, 8 rifampin and 16 clofazimine manifested by skin discoloration in 2, gastrointestinal upset in 13 and hematemesis in 3.
1360	Among 25 patients with type III mucopolysaccharidosis treated with miglustat or placebo for up to 12 months, there were no improvements in cognitive test results or motor skills with miglustat and rates of side effects [mostly gastrointestinal] were higher; no mention of ALT elevations or hepatotoxicity. 
1361	Concise summary of the mechanism of action, efficacy, safety and costs of belimumab for SLE mentions that belimumab can modestly reduce disease activity, and common side effects are infusion reactions, nausea, diarrhea and fever; no mention of ALT elevations or hepatotoxicity.
1362	Among 325 patients with restless leg syndrome treated with gabapentin enacarbil [600 or 1200 mg daily] or placebo for 12 weeks, common side effects included dizziness and somnolence and there were no serious hepatic adverse events; “no clinically relevant changes in…laboratory parameters were observed”.
1363	"Among 73 patients with advanced breast cancer treated with bosutinib for up to 12 months, side effects were common and ALT elevations occurred in more than half of patients and were ?5 times ULN in 16%."
1364	Controlled trial of rilpivirine vs efavirenz [combined with tenofovir and emtricitabine] in 690 treatment naï subjects with HIV infection analyzed after 48 weeks; ALT elevations above 5 times ULN occurred in 1% of rilpivirine vs 4% of efavirenz treated patients, no mention of clinically apparent liver injury.
1365	A 26 year old man with type 1 diabetes developed marked abdominal pain and liver test abnormalities [ALT rising from 11 to 520 U/L, Alk P 98 to 203, bilirubin 0.7 to 1.0 mg/dL] 3 days after starting intravenous glucose for hypoglycemia caused by subcutaneous injection of 10 cartridges of glargine insulin, ultimately requiring surgical removal of cartridges.
1366	Review of results on two GnRH agonist depot formulations for advanced prostate cancer that allow for every 6 month administration [leuprolide and triptorelin], both provide sustained testosterone suppression and have adverse side effects similar to other GnRH agonist formulations; mentions a single episode of ALT and AST elevation in a patient receiving triptorelin.
1367	Multi-dose drug dispensing (MDDD) was introduced in Denmark in 2001 in order to minimize medication errors. In May 2010 44.500 Danish citizens received MDDD. We report two cases where MDDD in the primary sector led to medication errors after hospitalisation, the reason partly being difficulties in getting information on MDDD on admission, lack of knowledge on handling MDDD in hospital and inadequate communication between the primary and the secondary sector. These problems has until now been underestimated. 
1368	On March 29, 2011, CDC was notified about a possible transplant-associated hepatitis B virus (HBV) infection in a liver transplant recipient with no known risk factors for HBV infection. An investigation was begun to learn if other recipients of organs or tissues from the donor had been infected with HBV and to investigate potential sources of the donor's infection. 
1369	1. Adjuvant/neoadjuvant chemotherapy. 2. Neoadjuvant transarterial chemoembolization. 3. Kinase inhibitors (eg, sorafenib). 4. Antiviral treatment. 5.Immunosuppressive treatment after liver transplantation. 6. Disseminated tumor cells: the basis for innovative treatment options? 
1370	Observed stress intensity was estimated using a scoring system from 0-100. Health status was estimated using the readily available laboratory measurements of C-reactive protein, neutrophil count, and fasting plasma glucose. We found that the stress score determined was linked to patient health status. Further studies are indicated. 
1371	"Evaluation of adverse event reports during the first 1.5 years of tocilizumab availability in Japan; among 3004 reports from 1641 patients, most common were infections followed by laboratory test abnormalities and ""hepatobiliary disorders"" [n=269 of which 12 were serious], but no details given."
1372	Among 616 patients with depression enrolled in a 52 week open label study of vilazodone, common side effects were diarrhea and nausea, 21% of patients stopped therapy because of adverse events, and only 2 patients [0.4%] developed ALT elevations greater than 3 times ULN; no cases of clinically apparent liver injury were reported.
1373	Among 903 Japanese patients with mesothelioma monitored in a registry of pemetrexed treated subjects, the overall response rate was 25%, and 1.5% developed interstitial lung disease; no mention of ALT elevations or clinically apparent liver injury.
1374	Massachusetts' experience with health care reform may be predictive of the effects of national health care reform. Data on employment in the health care industry were examined to determine the impact of the Massachusetts reform on the state's health care workforce.
1375	5 year old boy with atuism was found to have elevations in serum enzymes during risperidone therapy, which resolved on stopping, but did not recur when risperidone was restarted.
1376	Among 540 previously untreated patients with chronic hepatitis C, genotype 1, treated with telaprevir [12 weeks] and ribavirin and peginterferon [for 12, 24 or 48 weeks], the overall rate of SVR was 72%, rash 37% and any serious adverse event 9%; no mention of ALT elevations or liver related adverse events.
1377	Systematic review of literature on liraglutide, a long acting GLP analogue, found discontinuation rates because of adverse events in 2-12% of liraglutide vs 2-13% of comparator agents; no mention of hepatic toxicity.
1378	Among 30 patients with tuberculosis switched from rifampin to rifabutin because of liver test abnormalities, only two redeveloped liver injury on rifabutin, whereas 6 of 15 who were switched because of rash had a recurrence.
1379	3414 patients with cardiovascular disease were treated with statins and ezetimibe and either ER niacin or placebo and followed for cardiovascular outcomes; niacin use was associated with a rise in HDL cholesterol and fall in triglycerides levels, but clinical outcomes were not affected; adverse events were rare with liver test abnormalities in 0.5% of placebo and 0.8% of niacin recipients.
1380	Among 200 patients with chronic hepatitis B treated with telbivudine for 3 years or more, 84% had at least one CPK elevation and 5% developed symptomatic myopathy [CPK more than 7 times ULN], but most abnormalities resolved spontaneously except in 3 patients in whom it resolved once they were switched to adefovir.
1381	Among 417 women with HER2 positive breast cancer treated with 1 of 4 regimens of pertuzumab, docetaxel and trastuzumab, highest rates of response and side effects occurred with triple therapy, including one death from fulminant hepatitis after a 4th cycle; no mention of rates of ALT elevations .
1382	Among 239 women with symptomatic uterine fibroids and excessive bleeding treated with ulipristal [5 vs 10 mg] or placebo daily for up to 13 weeks before surgery, uterine bleeding and fibroid size decreased with ulipristal and adverse events included amenorrhea [73% and 82% vs 6%], headache and breast pain, but “there was no significant difference among the groups in the incidence of abnormal liver-function tests”.
